error_code,error_no,error_type,form_name,packet,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
c2f-ftldivp-m-029,29,Error,c2f,IF,FTDTELLA,Missingness,FTDTELLA conditionally blank,"If FTDCPC2F is between 95 and 98, then FTDTELLA must be blank","If Q0. FTDCPC2F (reason not completed) is between 95 and 98, then Q9. FTDTELLA (your age) must be blank","FTDCPC2F=95,96,97,98 and FTDTELLA ne blank",,"FTDCP2F, FTDTELLA",,,
c2f-ftldivp-c-030,30,Error,c2f,IF,FTDTELLA,Conformity,FTDTELLA conforms,"FTDTELLA must be 0, 1, or blank","Q9. FTDTELLA (your age) must be 0, 1, or blank","FTDTELLA ne 0,1 and FTDTELLA ne blank",,,,,
c2f-ftldivp-m-032,32,Error,c2f,IF,FTDOPIN,Missingness,FTDOPIN conditionally blank,"If FTDCPC2F is between 95 and 98, then FTDOPIN must be blank","If Q0. FTDCPC2F (reason not completed) is between 95 and 98, then Q10. FTDOPIN (movie opinion) must be blank","FTDCPC2F=95,96,97,98 and FTDOPIN ne blank",,"FTDCP2F, FTDOPIN",,,
c2f-ftldivp-c-033,33,Error,c2f,IF,FTDOPIN,Conformity,FTDOPIN conforms,"FTDOPIN must be 0, 1, or blank","Q10. FTDOPIN (movie opinion) must be 0, 1, or blank","FTDOPIN ne 0,1 and FTDOPIN ne blank",,,,,
c2f-ftldivp-m-035,35,Error,c2f,IF,FTDLAUGH,Missingness,FTDLAUGH conditionally blank,"If FTDCPC2F is between 95 and 98, then FTDLAUGH must be blank","If Q0. FTDCPC2F (reason not completed) is between 95 and 98, then Q11. FTDLAUGH (someone else trip) must be blank","FTDCPC2F=95,96,97,98 and FTDLAUGH ne blank",,"FTDCP2F, FTDLAUGH",,,
c2f-ftldivp-c-036,36,Error,c2f,IF,FTDLAUGH,Conformity,FTDLAUGH conforms,"FTDLAUGH must be 0, 1, or blank","Q11. FTDLAUGH (someone else trip) must be 0, 1, or blank","FTDLAUGH ne 0,1 and FTDLAUGH ne blank",,,,,
c2f-ftldivp-m-038,38,Error,c2f,IF,FTDSHIRT,Missingness,FTDSHIRT conditionally blank,"If FTDCPC2F is between 95 and 98, then FTDSHIRT must be blank","If Q0. FTDCPC2F (reason not completed) is between 95 and 98, then Q12. FTDSHIRT (same shirt) must be blank","FTDCPC2F=95,96,97,98 and FTDSHIRT ne blank",,"FTDCP2F, FTDSHIRT",,,
c2f-ftldivp-c-039,39,Error,c2f,IF,FTDSHIRT,Conformity,FTDSHIRT conforms,"FTDSHIRT must be 0, 1, or blank","Q12. FTDSHIRT (same shirt) must be 0, 1, or blank","FTDSHIRT ne 0,1 and FTDSHIRT ne blank",,,,,
c2f-ftldivp-m-041,41,Error,c2f,IF,FTDKEEPM,Missingness,FTDKEEPM conditionally blank,"If FTDCPC2F is between 95 and 98, then FTDKEEPM must be blank","If Q0. FTDCPC2F (reason not completed) is between 95 and 98, then Q13. FTDKEEPM (keep money) must be blank","FTDCPC2F=95,96,97,98 and FTDKEEPM ne blank",,"FTDCP2F, FTDKEEPM",,,
c2f-ftldivp-c-042,42,Error,c2f,IF,FTDKEEPM,Conformity,FTDKEEPM conforms,"FTDKEEPM must be 0, 1, or blank","Q13. FTDKEEPM (keep money) must be 0, 1, or blank","FTDKEEPM ne 0,1 and FTDKEEPM ne blank",,,,,
c2f-ftldivp-m-044,44,Error,c2f,IF,FTDPICKN,Missingness,FTDPICKN conditionally blank,"If FTDCPC2F is between 95 and 98, then FTDPICKN must be blank","If Q0. FTDCPC2F (reason not completed) is between 95 and 98, then Q14. FTDPICKN (pick nose) must be blank","FTDCPC2F=95,96,97,98 and FTDPICKN ne blank",,"FTDCP2F, FTDPICKN",,,
c2f-ftldivp-c-045,45,Error,c2f,IF,FTDPICKN,Conformity,FTDPICKN conforms,"FTDPICKN must be 0, 1, or blank","Q14. FTDPICKN (pick nose) must be 0, 1, or blank","FTDPICKN ne 0,1 and FTDPICKN ne blank",,,,,
c2f-ftldivp-m-047,47,Error,c2f,IF,FTDOVER,Missingness,FTDOVER conditionally blank,"If FTDCPC2F is between 95 and 98, then FTDOVER must be blank","If Q0. FTDCPC2F (reason not completed) is between 95 and 98, then Q15. FTDOVER (overweight) must be blank","FTDCPC2F=95,96,97,98 and FTDOVER ne blank",,"FTDCP2F, FTDOVER",,,
c2f-ftldivp-c-048,48,Error,c2f,IF,FTDOVER,Conformity,FTDOVER conforms,"FTDOVER must be 0, 1, or blank","Q15. FTDOVER (overweight) must be 0, 1, or blank","FTDOVER ne 0,1 and FTDOVER ne blank",,,,,
c2f-ftldivp-m-050,50,Error,c2f,IF,FTDEATR,Missingness,FTDEATR conditionally blank,"If FTDCPC2F is between 95 and 98, then FTDEATR must be blank","If Q0. FTDCPC2F (reason not completed) is between 95 and 98, then Q16. FTDEATR (eat ribs) must be blank","FTDCPC2F=95,96,97,98 and FTDEATR ne blank",,"FTDCP2F, FTDEATR",,,
c2f-ftldivp-c-051,51,Error,c2f,IF,FTDEATR,Conformity,FTDEATR conforms,"FTDEATR must be 0, 1, or blank","Q16. FTDEATR (reat ribs) must be 0, 1, or blank","FTDEATR ne 0,1 and FTDEATR ne blank",,,,,
c2f-ftldivp-m-053,53,Error,c2f,IF,FTDHAIRL,Missingness,FTDHAIRL conditionally blank,"If FTDCPC2F is between 95 and 98, then FTDHAIRL must be blank","If Q0. FTDCPC2F (reason not completed) is between 95 and 98, then Q17. FTDHAIRL (stranger hairstyle) must be blank","FTDCPC2F=95,96,97,98 and FTDHAIRL ne blank",,"FTDCP2F, FTDHAIRL",,,
c2f-ftldivp-c-054,54,Error,c2f,IF,FTDHAIRL,Conformity,FTDHAIRL conforms,"FTDHAIRL must be 0, 1, or blank","Q17. FTDHAIRL (stranger hairstyle) must be 0, 1, or blank","FTDHAIRL ne 0,1 and FTDHAIRL ne blank",,,,,
c2f-ftldivp-m-056,56,Error,c2f,IF,FTDSHIRW,Missingness,FTDSHIRW conditionally blank,"If FTDCPC2F is between 95 and 98, then FTDSHIRW must be blank","If Q0. FTDCPC2F (reason not completed) is between 95 and 98, then Q18. FTDSHIRW (same shirt twice) must be blank","FTDCPC2F=95,96,97,98 and FTDSHIRW ne blank",,"FTDCP2F, FTDSHIRW",,,
c2f-ftldivp-c-057,57,Error,c2f,IF,FTDSHIRW,Conformity,FTDSHIRW conforms,"FTDSHIRW must be 0, 1, or blank","Q18. FTDSHIRW (same shirt twice) must be 0, 1, or blank","FTDSHIRW ne 0,1 and FTDSHIRW ne blank",,,,,
c2f-ftldivp-m-059,59,Error,c2f,IF,FTDMOVE,Missingness,FTDMOVE conditionally blank,"If FTDCPC2F is between 95 and 98, then FTDMOVE must be blank","If Q0. FTDCPC2F (reason not completed) is between 95 and 98, then Q19. FTDMOVE (ending of movie) must be blank","FTDCPC2F=95,96,97,98 and FTDMOVE ne blank",,"FTDCP2F, FTDMOVE",,,
c2f-ftldivp-c-060,60,Error,c2f,IF,FTDMOVE,Conformity,FTDMOVE conforms,"FTDMOVE must be 0, 1, or blank","Q19. FTDMOVE (ending of movie) must be 0, 1, or blank","FTDMOVE ne 0,1 and FTDMOVE ne blank",,,,,
c2f-ftldivp-m-062,62,Error,c2f,IF,FTDHUGS,Missingness,FTDHUGS conditionally blank,"If FTDCPC2F is between 95 and 98, then FTDHUGS must be blank","If Q0. FTDCPC2F (reason not completed) is between 95 and 98, then Q20. FTDHUGS (hug a stranger) must be blank","FTDCPC2F=95,96,97,98 and FTDHUGS ne blank",,"FTDCP2F, FTDHUGS",,,
c2f-ftldivp-c-063,63,Error,c2f,IF,FTDHUGS,Conformity,FTDHUGS conforms,"FTDHUGS must be 0, 1, or blank","Q20. FTDHUGS (hug a stranger) must be 0, 1, or blank","FTDHUGS ne 0,1 and FTDHUGS ne blank",,,,,
c2f-ftldivp-m-065,65,Error,c2f,IF,FTDLOUD,Missingness,FTDLOUD conditionally blank,"If FTDCPC2F is between 95 and 98, then FTDLOUD must be blank","If Q0. FTDCPC2F (reason not completed) is between 95 and 98, then Q21. FTDLOUD (loud in theater) must be blank","FTDCPC2F=95,96,97,98 and FTDLOUD ne blank",,"FTDCP2F, FTDLOUD",,,
c2f-ftldivp-c-066,66,Error,c2f,IF,FTDLOUD,Conformity,FTDLOUD conforms,"FTDLOUD must be 0, 1, or blank","Q21. FTDLOUD (loud in theater) must be 0, 1, or blank","FTDLOUD ne 0,1 and FTDLOUD ne blank",,,,,
c2f-ftldivp-m-068,68,Error,c2f,IF,FTDLOST,Missingness,FTDLOST conditionally blank,"If FTDCPC2F is between 95 and 98, then FTDLOST must be blank","If Q0. FTDCPC2F (reason not completed) is between 95 and 98, then Q22. FTDLOST (coworker lost weight) must be blank","FTDCPC2F=95,96,97,98 and FTDLOST ne blank",,"FTDCP2F, FTDLOST",,,
c2f-ftldivp-c-069,69,Error,c2f,IF,FTDLOST,Conformity,FTDLOST conforms,"FTDLOST must be 0, 1, or blank","Q22. FTDLOST (coworker lost weight) must be 0, 1, or blank","FTDLOST ne 0,1 and FTDLOST ne blank",,,,,
c2f-ftldivp-c-070,70,Error,c2f,IF,FTDSNTOT,Conformity,FTDSNTOT conforms,"FTDSNTOT must be between 0 and 22, 88, or blank","Q23. FTDSNTOT (total score) must be between 0 and 22, 88, or blank",FTDSNTOT<0 or (FTDSNTOT>22 and FTDSNTOT ne 88) and FTDSNTOT ne blank,,,,,
c2f-ftldivp-c-071,71,Error,c2f,IF,FTDSNTBS,Conformity,FTDSNTBS conforms,"FTDSNTBS must be between 0 and 12, 88, or blank","Q24. FTDSNTBS (break score) must be between 0 and 12, 88, or blank",FTDSNTBS<0 or (FTDSNTBS>12 and FTDSNTBS ne 88) and FTDSNTBS ne blank,,,,,
c2f-ftldivp-c-072,72,Error,c2f,IF,FTDSNTOS,Conformity,FTDSNTOS conforms,"FTDSNTOS must be between 0 and 10, 88, or blank","Q25. FTDSNTOS (overadhere) must be between 0 and 10, 88, or blank",FTDSNTBS<0 or (FTDSNTBS>10 and FTDSNTBS ne 88) and FTDSNTBS ne blank,,,,,
c2f-ftldivp-c-073,73,Error,c2f,IF,FTDSNRAT,Conformity,FTDSNRAT conforms,"FTDSNRAT must be between 0.00 and 22.00, 88.88, or blank","Q26. FTDSNRAT (yes no ratio) must be between 0.00 and 22.00, 88.88, or blank",FTDSNRAT<0.00 or (FTDSNRAT>22.00 and FTDSNRAT ne 88.88) and FTDSNRAT ne blank,,,,,
